Código Institución,Nombre Institución,Número Identificación Tributaria - NIT,Principal/Seccional,Naturaleza Jurídica,Sector,Carácter Académico,Cod Departamento,Departamento Domicilio,Cod Municipio,Municipio Domicilio,Dirección Domicilio,Teléfono Domicilio,Norma de Creación,Fecha Norma de Creación,¿Acreditada Alta Calidad?,Fecha Acreditación,Resolución de la acreditación,Vigencia de la acreditación,Estado,Fecha Actualizacion,Página Web
9109,INSTITUTO TECNOLOGICO DE ELECTRONICA Y COMUNICACIONES-ITEC-,NO INFORMA,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,TRV 49 No. 105-84,,NO INFORMA SIN DATO SIN DATO,03/13/1998 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,
9110,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 13 No. 65-10,5944001,LEY 30 CONGRESO DE COLOMBIA,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.sena.edu.co
9111,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,SECCIONAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Carrera (Avenida Guadalupe) No.3 - 88,,NO INFORMA 30 Congreso de la Republica,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.senavalle.edu.co
9112,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,SECCIONAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 51  57-70,,NO INFORMA 30 CONGRESO DE LA REPUBLICA,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.senamed.edu.co
9113,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,SECCIONAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,25,CUNDINAMARCA,25473,MOSQUERA,Km. 16 Via Bogota- Mosquera,,NO INFORMA 30 Congreso de la Republica,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.sena.edu.co
9114,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,SECCIONAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,63,QUINDIO,63001,ARMENIA,Carrera 19  7-75,,NO INFORMA 30 Congreso de la Republica,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.sena.edu.co
9115,SERVICIO NACIONAL DE APRENDIZAJE-SENA-,899.999.034-1,SECCIONAL,NACIONAL,OFICIAL,INSTITUCION TECNOLOGICA,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Variante Tulua- Buenaventura,,NO INFORMA 30 Congreso de la Republica,12/28/1992 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.sena.edu.co
9116,FUNDACION UNIVERSITARIA CLARETIANA - UNICLARETIANA,9000059366,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,27,CHOCO,27001,QUIBDO,Calle 20 No 5 - 66 Barrio La Yesquita,6711217,RESOLUCION 2233 Ministerio de Educaci�n Nacional,06/12/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fucla.edu.co
9117,ESCUELA INTERNACIONAL DE ESTUDIOS SUPERIORES - INTER,1900093502-9,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNICA PROFESIONAL,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 17 151-27,2585606,RESOLUCION 3623 MINISTERIO DE EDUCACION NACIONAL,07/04/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,http://inter.edu.co/
9119,CORPORACION UNIVERSITARIA AMERICANA,90011443-9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,"Calle 71 No. 41C -35, Edificio COSMOS, Bloque D.",3851027,RESOLUCION 6341 MINISTERIO DE EDUCACION NACIONAL,10/17/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.niamericana.edu.co
9120,FUNDACION UNIVERSITARIA BELLAS ARTES,900126062-3,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,"Palacio Bellas Artes, Calle 52 No. 42-08",4447787,RESOLUCION 6342 Ministerio de Educaci�n Nacional,10/17/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.bellasartesmed.edu.co
9121,FUNDACION UNIVERSITARIA COLOMBO INTERNACIONAL - UNICOLOMBO,900131269,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,13,BOLIVAR,13001,CARTAGENA,"Centro, Calle de la Factoria 36-27",6600098,RESOLUCION 7774 MINISTERIO DE EDUCACION NACIONAL,12/01/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unicolombo.edu.co
9122,UNIVERSIDAD MANUELA BELTRAN-UMB-,860.517.647-5,SECCIONAL,FUNDACION,PRIVADA,UNIVERSIDAD,68,SANTANDER,68001,BUCARAMANGA,Calle de los Estudiantes 10-20 Ciudadela Real de Minas,6445323,RESOLUCION 11110 MINISTERIO DE EDUCACION NACIONAL,07/13/1983 12:00:00 AM,SI,12/27/2019 12:00:00 AM,2710,4,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.umb.edu.co
9123,UNIVERSIDAD ANTONIO NARI�O,860.056.070,SECCIONAL,CORPORACION,PRIVADA,UNIVERSIDAD,41,HUILA,41001,NEIVA,Clle 7 #3-27 y Clle 19 #42-98,8719541,NO INFORMA 4571 MINISTERIO DE EDUCACION NACIONAL,05/09/2007 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,http://www.uan.edu.co/design/sedes/home.htm
9124,TECNOLOGICO COREDI,900175084-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,5,ANTIOQUIA,5440,MARINILLA,Calle 30 #36-11,5690120,NO INFORMA 1896 Ministerio de Educaci�n Nacional,04/17/2007 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.coredi.edu.co
9125,UNIVERSIDAD DE ANTIOQUIA,890.980.040-8,SECCIONAL,NACIONAL,OFICIAL,UNIVERSIDAD,5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Calle 9 7-36 Diagonal al Comando de Policia,8531743,NO INFORMA SIN DATO SIN DATO,03/07/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.udea.edu.co
9126,CORPORACION TECNOLOGICA INDOAMERICA,900243674-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,8,ATLANTICO,8001,BARRANQUILLA,Carrera 46 Calle 57 Esquina,3697604,RESOLUCION 6173 MINISTERIO DE EDUCACION NACIONAL.,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.indoamerica.edu.co
9127,CORPORACION UNIVERSITARIA DE SABANETA - UNISABANETA,900.253.021-5,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5631,SABANETA,Calle 75 sur #34-120,3011818,RESOLUCION 7184 MINISTERIO DE EDUCACION NACIONAL.,10/24/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisabaneta.edu.co
9128,LCI - FUNDACION TECNOLOGICA,900262351,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Cra. 13 # 75-74,2174757,RESOLUCION 8973 MINISTERIO DE EDUCACION NACIONAL,12/01/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,No disponible
9129,FUNDACION UNIVERSITARIA CAFAM -UNICAFAM,900262398-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,AVENIDA CRA 68 #90-88,6468000,RESOLUCION 9336 MINISTERIO DE EDUCACION NACIONAL,12/12/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unicafam.edu.co
9131,FUNDACI�N UNIVERSITARIA CERVANTES SAN AGUST�N - UNICERVANTES,9002941201,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 77#11-63,2120515,NO INFORMA 3600 Ministerio de Educaci�n Nacional,,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unicervantina.edu.co
9132,FUNDACION UNIVERSITARIA CIEO - UNICIEO,900.372.111-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Cra 5 N� 118-10,6371160,NO INFORMA 6168 Ministerio de Educaci�n Nacional,07/14/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,no disponible
9899,INSTITUCION UNIVERSITARIA DE COLOMBIA - UNIVERSITARIA DE COLOMBIA,900350945-0,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 7  35-85,2324070,NO INFORMA 2202 Ministerio de Educaci�n Nacional,02/24/2009 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.universitariadecolombia.edu.co
9900,CORPORACION UNIVERSITARIA U DE COLOMBIA,900378694-9,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 56 #41-147,2398080,NO INFORMA 6731 Ministerio de Educaci�n Nacional,08/05/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.udecolombia.edu.co
9902,FUNDACION UNIVERSITARIA COMFENALCO SANTANDER,900395956-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,68,SANTANDER,68001,BUCARAMANGA,Avenida Gonz�lez Valencia #52-69,6577000,NO INFORMA 8562 Ministerio de Educaci�n Nacional,02/27/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.comfenalcosantander.com.co
9903,CORPORACION DE EDUCACION TECNOLOGICA COLSUBSIDIO- AIRBUS GROUP,900401526-8,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 52A No. 9-76,2550617,RESOLUCION 9150 Ministerio de Educaci�n Nacional,07/21/2009 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.cetcolsubsidio.edu.co
9904,FUNDACION UNIVERSITARIA COLOMBO GERMANA,900407222-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Avenida Caracas #63-87,5879730,RESOLUCION 10263 MINISTERIO DE EDUCACION NACIONAL,09/07/2009 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,no disponible
9905,FUNDACION ESCUELA TECNOLOGICA DE NEIVA - JESUS OVIEDO PEREZ -FET,900440771-2,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,41,HUILA,41615,RIVERA,Km.11 v�a al Sur,8600117,RESOLUCION 1595 Ministerio de Educaci�n Nacional,06/01/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.fet.edu.co
9906,CORPORACION UNIVERSITARIA PARA EL DESARROLLO EMPRESARIAL Y SOCIAL- CUDES,_,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,76,VALLE DEL CAUCA,76001,CALI,Av. 6N No. 47-197,6518200,RESOLUCION 1051 Ministerio de Educaci�n Nacional,11/26/2009 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,NO DISPONIBLE
9907,FUNDACION UNIVERSITARIA NAVARRA - UNINAVARRA,36180562,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,41,HUILA,41001,NEIVA,CALLE 10 # 6-41,8717770,NO INFORMA 10570 Ministerio de Educaci�n Nacional,08/25/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uninavarra.edu.co
9908,UNIVERSIDAD DEL VALLE,890.399.010-6,SECCIONAL,DEPARTAMENTAL,OFICIAL,UNIVERSIDAD,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Carrera 13 5-21,2370000,ORDENANZA 12 Asamblea Departamental del Valle,05/29/2007 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,HTTP://BUGA.UNIVALLE.EDU.CO
9909,UNIVERSIDAD DEL VALLE,890399010-6,SECCIONAL,NACIONAL,OFICIAL,UNIVERSIDAD,76,VALLE DEL CAUCA,76895,ZARZAL,Calle 14 N� 7-134 Barrio Bolivar,57 2 22091,ORDENANZA 12 Asamblea Departamental del Valle,03/03/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,HTTP://ZARZAL.UNIVALLE.EDU.CO
9910,FUNDACION UNIVERSITARIA LUIS G. PAEZ - UNILUISGPAEZ,900511207-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 5 #65-50,3452497,NO INFORMA 10733 Ministerio de Educaci�n Nacional,01/24/2008 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniluisgpaez.edu.co
9911,UNIVERSIDAD DEL VALLE,890.399.010-6,SECCIONAL,DEPARTAMENTAL,OFICIAL,UNIVERSIDAD,76,VALLE DEL CAUCA,76109,BUENAVENTURA,Av.Sim�n Bolivar Km 9 Contiguo al Colegio ITI,1,ORDENANZA 12 Asamblea Departamental del Valle,11/26/2006 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.univalle.edu.co
9912,UNIVERSIDAD DEL VALLE,890399010-6,SECCIONAL,NACIONAL,OFICIAL,UNIVERSIDAD,76,VALLE DEL CAUCA,76520,PALMIRA,Carrera 31 Av. La Carbonera,2704760,ORDENANZA 12 Asamblea Departamental del Valle,03/26/2012 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,HTTP://PALMIRA.UNIVALLE.EDU.CO
9913,CORPORACION UNIVERSITARIA DE ASTURIAS,900509172-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 18 No. 79-25,7956999,RESOLUCION 1110 MINISTERIO DE EDUCACION,11/24/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uniasturias.edu.co
9914,ELITE- ESCUELA LATINOAMERICANA DE INGENIEROS TECNOLOGOS Y EMPRESARIOS,9005345244,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 20 A No. 74-75,5521860,NO INFORMA 4787 Ministerio de Educaci�n Nacional,08/04/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.elite.edu.co
9915,UNIVERSITARIA VIRTUAL INTERNACIONAL,900.524.285-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 19 71 A-23,7421994,RESOLUCION 4788 MINISTERIO DE EDUCACION NACIONAL,03/09/2010 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uvirtual.edu.co
9918,INSTITUCION UNIVERSITARIA CONOCIMIENTO E INNOVACION PARA LA JUSTICIA - CIJ,79357338,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,25,CUNDINAMARCA,25214,COTA,Km 4 V�a Suba a Cota,6831062,LEY 1654 Congreso de la Republica,06/04/2014 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.
9919,TECNOLOGICO DE ENERGIA E INNOVACION-  E-LERNOVA,900750134-0,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,25,CUNDINAMARCA,25175,CHIA,Cra. 7 Km 17 Los Arrayanes,8844310,NO INFORMA 4283 Ministerio de Educaci�n Nacional,07/03/2014 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.elernova.edu.co
9920,UNIVERSIDAD NACIONAL DE COLOMBIA,899.999.063-3,SECCIONAL,NACIONAL,OFICIAL,UNIVERSIDAD,52,NARINIO,52835,TUMACO,Calle 44 N� 45-67,3165000,ACUERDO 014 Consejo Superior Universitario,06/01/2015 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,http://www.tumaco-pacifico.unal.edu.co/
9921,FUNDACION UNIVERSITARIA CATOLICA DEL SUR - UNICATOLICA DEL SUR,900901398-1,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,52,NARINIO,52001,PASTO,CALLE 18 N� 56 -02,7216608,RESOLUCION 15596 MINISTERIO DE EDUCACI�N NACIONAL,12/15/2015 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.
9922,FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA,900893985-5,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,66,RISARALDA,66001,PEREIRA,CRA. 5 N� 21 - 30,3172400,NO INFORMA 14053 MINISTERIO DE EDUCACI�N NACIONAL,05/05/2016 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uc.edu.co
9923,CORPORACION UNIVERSITARIA DE CATALU�A,901032802-6,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Cra 18B No 106 A-15,6372511,RESOLUCION 21329 Ministerio de Educaci�n Nacional,01/27/2017 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.udecatalunya.edu.co
9924,FUNDACION UNIVERSITARIA INTERNACIONAL DE COLOMBIA - UNINCOL,901.040.737-9,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 39A No. 19-18,7810645,RESOLUCION 21328 Ministerio de Educacion Nacional,04/25/2017 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unincol.edu.co
9925,FUNDACION UNIVERSITARIA FCV,901045132-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,68,SANTANDER,68276,FLORIDABLANCA,Calle 155A No. 23-58 Urbanizaci�n El Bosque,6399292,RESOLUCION 21212 MINISTERIO DE EDUCACION NACIONAL,05/10/2017 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,no informa
9926,FUNDACION UNIVERSITARIA INTERNACIONAL DE LA RIOJA - UNIR,901096617-4,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 100  19-61 Piso 8,5169659,NO INFORMA 001 ASAMBLEA DE FUNDADORES,07/31/2017 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,unir
9927,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA -IU. DIGITAL,901168222-9,PRINCIPAL,DEPARTAMENTAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,5,ANTIOQUIA,5001,MEDELLIN,Calle 42B   52- 106,3835160,ORDENANZA 74 Asamblea Departamental de Antioquia,02/26/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.antioquia.gov.co
9928,Fundaci�n Universitaria Salesiana,860008010,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Carrera 5� # 8-25,7462738,NO INFORMA SIN DATO SIN DATO,05/31/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.salesianosbogota.org
9929,Universidad Aut�noma Ind�gena Intercultural - UAIIN,8242153,PRINCIPAL,NACIONAL,OFICIAL,UNIVERSIDAD,19,CAUCA,19001,POPAYAN,Calle 78N - Carrera 19N Urbanizaci�n La Aldea,8240343,NO INFORMA SIN DATO SIN DATO,06/26/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.uaiinpebi-cric.edu.co
9930,INSTITUCI�N UNIVERSITARIA COMANDO DE EDUCACI�N Y DOCTRINA - CEDOC DEL EJ�RCITO NACIONAL,NO INFORMA,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,CALLE 102 NO. 7-80 CANTON NORTE,3150111,NO INFORMA SIN DATO SIN DATO,08/14/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.ejercito.mil.co/?idcategoria=221634
9931,FUNDACION UNIVERSITARIA PATRICIO SYMES,901184569-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Cra. 16 No. 70a-68,2172183,RESOLUCION 07081 Ministerio de Educaci�n Nacional,08/21/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,no disponible
9932,FUNDACI�N UNIVERSITARIA SAN PABLO - UNISANPABLO,901208296-6,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Calle 170 No. 8G-31,6 71 1221,ACTA 009 Consejo de Fundadores de la UNISANPABLO.,10/12/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unisanpablo.co
9933,UNIVERSIDAD NACIONAL DE COLOMBIA,899.999.063-3,SECCIONAL,NACIONAL,OFICIAL,UNIVERSIDAD,20,CESAR,20621,LA PAZ,Carrera 45 #26 - 85,3165000,ACUERDO 250 Consejo Superior Universitario,12/05/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,http://delapaz.unal.edu.co/
9934,CENTRO DE ESTUDIOS AERON�UTICOS - CEA,899.999.059-3,PRINCIPAL,NACIONAL,OFICIAL,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,11,BOGOTA D.C,11001,BOGOTA D.C.,Avenida el Dorado N�. 103 - 23,296 26 45,ACTA 074 Consejo Directivo,12/14/2018 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,http://www.aerocivil.gov.co/cea
9935,UNIDAD TECNOL�GICA DEL MAGDALENA MEDIO - UTEM -,901.167.074-0,PRINCIPAL,FUNDACION,PRIVADA,INSTITUCION TECNOLOGICA,68,SANTANDER,68081,BARRANCABERMEJA,Calle 55 # 19-25,6024379,NO INFORMA 1251 Ministerio de Educaci�n Nacional,02/14/2019 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.utem.edu.co
9936,CORPORACI�N UNIVERSITARIA AUT�NOMA DEL NORTE,901278157-1,PRINCIPAL,CORPORACION,PRIVADA,INSTITUCION UNIVERSITARIA/ESCUELA TECNOLOGICA,54,NORTE DE SANTANDER,54001,CUCUTA,AV 2 # 13-30,7557153,NO INFORMA 04013 Ministerio de Educaci�n Nacional,05/29/2019 12:00:00 AM,N0,,,,Activa en la Fecha de Actualizacion,08/31/2020 12:00:00 AM,www.unanorte.com
